SNP_ID	SNP_newID	chromosome	position	cM						
S_1968331	M5499	8	1968331	4.2						
S_2050113	M5500	8	2050113	4.4						
S_2131894	M5501	8	2131894	4.6						
S_2213676	M5502	8	2213676	4.8						
S_2295457	M5503	8	2295457	5						
S_2377239	M5504	8	2377239	5.2						
S_2459020	M5505	8	2459020	5.4						
S_2540802	M5506	8	2540802	5.6						
S_2622584	M5507	8	2622584	5.8						
S_2704365	M5508	8	2704365	6						
S_2786147	M5509	8	2786147	6.2						
S_2867928	M5510	8	2867928	6.4						
S_2949710	M5511	8	2949710	6.6						
S_3031491	M5512	8	3031491	6.8						
S_3113273	M5513	8	3113273	7						
S_3195054	M5514	8	3195054	7.2						
S_3276836	M5515	8	3276836	7.4						
S_3358617	M5516	8	3358617	7.6						
S_3440399	M5517	8	3440399	7.8						
S_3522181	M5518	8	3522181	8						
S_3603962	M5519	8	3603962	8.2						
S_3685744	M5520	8	3685744	8.4						
S_3767525	M5521	8	3767525	8.6						
S_3849307	M5522	8	3849307	8.8						
S_3931088	M5523	8	3931088	9						
S_4012870	M5524	8	4012870	9.2						
S_4094651	M5525	8	4094651	9.4						
S_4176433	M5526	8	4176433	9.6						
S_4206482	M5527	8	4206482	9.8						
S_4236531	M5528	8	4236531	10						
S_4266580	M5529	8	4266580	10.2						
S_4302066	M5530	8	4302066	10.4						
S_4342990	M5531	8	4342990	10.6						
S_4383913	M5532	8	4383913	10.8						
S_4424837	M5533	8	4424837	11						
S_4465761	M5534	8	4465761	11.2						
S_4506684	M5535	8	4506684	11.4						
S_4547608	M5536	8	4547608	11.6						
S_4588532	M5537	8	4588532	11.8						
S_4629456	M5538	8	4629456	12						
S_4670379	M5539	8	4670379	12.2						
S_4711303	M5540	8	4711303	12.4						
S_4752227	M5541	8	4752227	12.6						
S_4793151	M5542	8	4793151	12.8						
S_4834074	M5543	8	4834074	13						
S_4874998	M5544	8	4874998	13.2						
S_4915922	M5545	8	4915922	13.4						
S_4956845	M5546	8	4956845	13.6						
S_4997769	M5547	8	4997769	13.8						
S_5038693	M5548	8	5038693	14						
S_5079617	M5549	8	5079617	14.2						
S_5120540	M5550	8	5120540	14.4						
S_5161464	M5551	8	5161464	14.6						
S_5206439	M5552	8	5206439	14.8						
S_5251415	M5553	8	5251415	15						
S_5296390	M5554	8	5296390	15.2						
S_5341366	M5555	8	5341366	15.4						
S_5386341	M5556	8	5386341	15.6						
S_5431316	M5557	8	5431316	15.8						
S_5476292	M5558	8	5476292	16						
S_5521267	M5559	8	5521267	16.2						
S_5566243	M5560	8	5566243	16.4						
S_5611218	M5561	8	5611218	16.6						
S_5656193	M5562	8	5656193	16.8						
S_5747644	M5563	8	5747644	17						
S_5885570	M5564	8	5885570	17.2						
S_6023496	M5565	8	6023496	17.4						
S_6218451	M5566	8	6218451	17.6						
S_6413406	M5567	8	6413406	17.8						
S_6608361	M5568	8	6608361	18						
S_6759006	M5569	8	6759006	18.2						
S_6865340	M5570	8	6865340	18.4						
S_6971673	M5571	8	6971673	18.6						
S_7078007	M5572	8	7078007	18.8						
S_7184341	M5573	8	7184341	19						
S_7290675	M5574	8	7290675	19.2						
S_7397008	M5575	8	7397008	19.4						
S_7503342	M5576	8	7503342	19.6						
S_7609676	M5577	8	7609676	19.8						
S_7716010	M5578	8	7716010	20						
S_7822343	M5579	8	7822343	20.2						
S_7928677	M5580	8	7928677	20.4						
S_8043078	M5581	8	8043078	20.6						
S_8165546	M5582	8	8165546	20.8						
S_8288014	M5583	8	8288014	21						
S_8362364	M5584	8	8362364	21.2						
S_8436713	M5585	8	8436713	21.4						
S_8511063	M5586	8	8511063	21.6						
S_8585413	M5587	8	8585413	21.8						
S_8659763	M5588	8	8659763	22						
S_8734112	M5589	8	8734112	22.2						
S_8808462	M5590	8	8808462	22.4						
S_8882812	M5591	8	8882812	22.6						
S_8957161	M5592	8	8957161	22.8						
S_9031511	M5593	8	9031511	23						
S_9105861	M5594	8	9105861	23.2						
S_9180211	M5595	8	9180211	23.4						
S_9254560	M5596	8	9254560	23.6						
S_9328910	M5597	8	9328910	23.8						
S_9403260	M5598	8	9403260	24						
S_9477610	M5599	8	9477610	24.2						
S_9551959	M5600	8	9551959	24.4						
S_9626309	M5601	8	9626309	24.6						
S_9700659	M5602	8	9700659	24.8						
S_9775008	M5603	8	9775008	25						
S_9849358	M5604	8	9849358	25.2						
S_9923708	M5605	8	9923708	25.4						
S_9998058	M5606	8	9998058	25.6						
S_10072407	M5607	8	10072407	25.8						
S_10146757	M5608	8	10146757	26						
S_10221107	M5609	8	10221107	26.2						
S_10295456	M5610	8	10295456	26.4						
S_10369806	M5611	8	10369806	26.6						
S_10444156	M5612	8	10444156	26.8						
S_10518506	M5613	8	10518506	27						
S_10592855	M5614	8	10592855	27.2						
S_10667205	M5615	8	10667205	27.4						
S_10741555	M5616	8	10741555	27.6						
S_10815905	M5617	8	10815905	27.8						
S_10890254	M5618	8	10890254	28						
S_10964604	M5619	8	10964604	28.2						
S_11038954	M5620	8	11038954	28.4						
S_11113303	M5621	8	11113303	28.6						
S_11187653	M5622	8	11187653	28.8						
S_11262003	M5623	8	11262003	29						
S_11336353	M5624	8	11336353	29.2						
S_11410702	M5625	8	11410702	29.4						
S_11485052	M5626	8	11485052	29.6						
S_11494759	M5627	8	11494759	29.8						
S_11504467	M5628	8	11504467	30						
S_11586725	M5629	8	11586725	30.2						
S_11668983	M5630	8	11668983	30.4						
S_11751240	M5631	8	11751240	30.6						
S_11833498	M5632	8	11833498	30.8						
S_11915756	M5633	8	11915756	31						
S_11998014	M5634	8	11998014	31.2						
S_12080272	M5635	8	12080272	31.4						
S_12162529	M5636	8	12162529	31.6						
S_12244787	M5637	8	12244787	31.8						
S_12424717	M5638	8	12424717	32						
S_12600231	M5639	8	12600231	32.2						
S_12673656	M5640	8	12673656	32.4						
S_12747080	M5641	8	12747080	32.6						
S_12820504	M5642	8	12820504	32.8						
S_12893929	M5643	8	12893929	33						
S_12967353	M5644	8	12967353	33.2						
S_13040777	M5645	8	13040777	33.4						
S_13114202	M5646	8	13114202	33.6						
S_13187626	M5647	8	13187626	33.8						
S_13261050	M5648	8	13261050	34						
S_13334475	M5649	8	13334475	34.2						
S_13407899	M5650	8	13407899	34.4						
S_13481323	M5651	8	13481323	34.6						
S_13554748	M5652	8	13554748	34.8						
S_13628172	M5653	8	13628172	35						
S_13701596	M5654	8	13701596	35.2						
S_13775021	M5655	8	13775021	35.4						
S_13848445	M5656	8	13848445	35.6						
S_13921869	M5657	8	13921869	35.8						
S_13995294	M5658	8	13995294	36						
S_14068718	M5659	8	14068718	36.2						
S_14271375	M5660	8	14271375	36.4						
S_14474032	M5661	8	14474032	36.6						
S_14676689	M5662	8	14676689	36.8						
S_14867460	M5663	8	14867460	37						
S_15046344	M5664	8	15046344	37.2						
S_15225228	M5665	8	15225228	37.4						
S_15404111	M5666	8	15404111	37.6						
S_15582995	M5667	8	15582995	37.8						
S_15761879	M5668	8	15761879	38						
S_15940763	M5669	8	15940763	38.2						
S_16119647	M5670	8	16119647	38.4						
S_16298530	M5671	8	16298530	38.6						
S_16477414	M5672	8	16477414	38.8						
S_16656298	M5673	8	16656298	39						
S_16800171	M5674	8	16800171	39.2						
S_16909032	M5675	8	16909032	39.4						
S_17017893	M5676	8	17017893	39.6						
S_17126754	M5677	8	17126754	39.8						
S_17235615	M5678	8	17235615	40						
S_17344476	M5679	8	17344476	40.2						
S_17453338	M5680	8	17453338	40.4						
S_17562199	M5681	8	17562199	40.6						
S_17671060	M5682	8	17671060	40.8						
S_17779921	M5683	8	17779921	41						
S_17888782	M5684	8	17888782	41.2						
S_17997643	M5685	8	17997643	41.4						
S_18106505	M5686	8	18106505	41.6						
S_18215366	M5687	8	18215366	41.8						
S_18349051	M5688	8	18349051	42						
S_18482735	M5689	8	18482735	42.2						
S_18616420	M5690	8	18616420	42.4						
S_18750105	M5691	8	18750105	42.6						
S_18883790	M5692	8	18883790	42.8						
S_19017474	M5693	8	19017474	43						
S_19151159	M5694	8	19151159	43.2						
S_19284844	M5695	8	19284844	43.4						
S_19418528	M5696	8	19418528	43.6						
S_19552213	M5697	8	19552213	43.8						
S_19685898	M5698	8	19685898	44						
S_19819582	M5699	8	19819582	44.2						
S_19953267	M5700	8	19953267	44.4						
S_20086952	M5701	8	20086952	44.6						
S_20220637	M5702	8	20220637	44.8						
S_20354321	M5703	8	20354321	45						
S_20488006	M5704	8	20488006	45.2						
S_20621691	M5705	8	20621691	45.4						
S_20755375	M5706	8	20755375	45.6						
S_20889060	M5707	8	20889060	45.8						
S_21022745	M5708	8	21022745	46						
S_21156429	M5709	8	21156429	46.2						
S_21290114	M5710	8	21290114	46.4						
S_21423799	M5711	8	21423799	46.6						
S_21557484	M5712	8	21557484	46.8						
S_21691168	M5713	8	21691168	47						
S_21824853	M5714	8	21824853	47.2						
S_21919447	M5715	8	21919447	47.4						
S_22014041	M5716	8	22014041	47.6						
S_22108635	M5717	8	22108635	47.8						
S_22203229	M5718	8	22203229	48						
S_22297823	M5719	8	22297823	48.2						
S_22392980	M5720	8	22392980	48.4						
S_22604810	M5721	8	22604810	48.6						
S_22816640	M5722	8	22816640	48.8						
S_23028470	M5723	8	23028470	49						
S_23240301	M5724	8	23240301	49.2						
S_23452131	M5725	8	23452131	49.4						
S_23663961	M5726	8	23663961	49.6						
S_23959232	M5727	8	23959232	49.8						
S_24213450	M5728	8	24213450	50						
S_24467668	M5729	8	24467668	50.2						
S_24721886	M5730	8	24721886	50.4						
S_27786057	M5731	8	27786057	50.6						
S_30850229	M5732	8	30850229	50.8						
S_33914400	M5733	8	33914400	51						
S_36978572	M5734	8	36978572	51.2						
S_40042743	M5735	8	40042743	51.4						
S_43106915	M5736	8	43106915	51.6						
S_46171086	M5737	8	46171086	51.8						
S_49235258	M5738	8	49235258	52						
S_58534317	M5739	8	58534317	52.2						
S_63606819	M5740	8	63606819	52.4						
S_66555797	M5741	8	66555797	52.6						
S_70512995	M5742	8	70512995	52.8						
S_71570585	M5743	8	71570585	53						
S_72628174	M5744	8	72628174	53.2						
S_73389532	M5745	8	73389532	53.4						
S_74150891	M5746	8	74150891	53.6						
S_75644645	M5747	8	75644645	53.8						
S_77870795	M5748	8	77870795	54						
S_80096946	M5749	8	80096946	54.2						
S_82323096	M5750	8	82323096	54.4						
S_84066730	M5751	8	84066730	54.6						
S_85387785	M5752	8	85387785	54.8						
S_86708840	M5753	8	86708840	55						
S_88029895	M5754	8	88029895	55.2						
S_89350950	M5755	8	89350950	55.4						
S_90672005	M5756	8	90672005	55.6						
S_91993060	M5757	8	91993060	55.8						
S_93217843	M5758	8	93217843	56						
S_94442626	M5759	8	94442626	56.2						
S_95667409	M5760	8	95667409	56.4						
S_96892192	M5761	8	96892192	56.6						
S_98116975	M5762	8	98116975	56.8						
S_99341758	M5763	8	99341758	57						
S_100566541	M5764	8	100566541	57.2						
S_101477148	M5765	8	101477148	57.4						
S_101886262	M5766	8	101886262	57.6						
S_102108063	M5767	8	102108063	57.8						
S_102748623	M5768	8	102748623	58						
S_103389182	M5769	8	103389182	58.2						
S_104029742	M5770	8	104029742	58.4						
S_104670301	M5771	8	104670301	58.6						
S_105310861	M5772	8	105310861	58.8						
S_105951420	M5773	8	105951420	59						
S_106591980	M5774	8	106591980	59.2						
S_107232539	M5775	8	107232539	59.4						
S_107873101	M5776	8	107873101	59.6						
S_108513660	M5777	8	108513660	59.8						
S_109154219	M5778	8	109154219	60						
S_109794778	M5779	8	109794778	60.2						
S_110435338	M5780	8	110435338	60.4						
S_111075897	M5781	8	111075897	60.6						
S_111716456	M5782	8	111716456	60.8						
S_112357015	M5783	8	112357015	61						
S_113168533	M5784	8	113168533	61.2						
S_114028492	M5785	8	114028492	61.4						
S_114765935	M5786	8	114765935	61.6						
S_115507348	M5787	8	115507348	61.8						
S_116252733	M5788	8	116252733	62						
S_116782047	M5789	8	116782047	62.2						
S_117095290	M5790	8	117095290	62.4						
S_117408533	M5791	8	117408533	62.6						
S_117721776	M5792	8	117721776	62.8						
S_118035019	M5793	8	118035019	63						
S_118435453	M5794	8	118435453	63.2						
S_118871234	M5795	8	118871234	63.4						
S_119255172	M5796	8	119255172	63.6						
S_119639110	M5797	8	119639110	63.8						
S_120061120	M5798	8	120061120	64						
S_120401560	M5799	8	120401560	64.2						
S_120741999	M5800	8	120741999	64.4						
S_121082439	M5801	8	121082439	64.6						
S_121422879	M5802	8	121422879	64.8						
S_121763319	M5803	8	121763319	65						
S_122103758	M5804	8	122103758	65.2						
S_122444198	M5805	8	122444198	65.4						
S_122784638	M5806	8	122784638	65.6						
S_123125077	M5807	8	123125077	65.8						
S_123465517	M5808	8	123465517	66						
S_123805957	M5809	8	123805957	66.2						
S_124146396	M5810	8	124146396	66.4						
S_124486836	M5811	8	124486836	66.6						
S_124832147	M5812	8	124832147	66.8						
S_125542427	M5813	8	125542427	67						
S_127489769	M5814	8	127489769	67.2						
S_128313015	M5815	8	128313015	67.4						
S_129136262	M5816	8	129136262	67.6						
S_130509618	M5817	8	130509618	67.8						
S_130983626	M5818	8	130983626	68						
S_131457634	M5819	8	131457634	68.2						
S_131931643	M5820	8	131931643	68.4						
S_132405651	M5821	8	132405651	68.6						
S_132879659	M5822	8	132879659	68.8						
S_133441533	M5823	8	133441533	69						
S_134003407	M5824	8	134003407	69.2						
S_134565281	M5825	8	134565281	69.4						
S_135827760	M5826	8	135827760	69.6						
S_136569503	M5827	8	136569503	69.8						
S_137311246	M5828	8	137311246	70						
S_138052988	M5829	8	138052988	70.2						
S_138794731	M5830	8	138794731	70.4						
S_139355739	M5831	8	139355739	70.6						
S_139916747	M5832	8	139916747	70.8						
S_140477756	M5833	8	140477756	71						
S_141038764	M5834	8	141038764	71.2						
S_141599772	M5835	8	141599772	71.4						
S_141914055	M5836	8	141914055	71.6						
S_142228337	M5837	8	142228337	71.8						
S_142542620	M5838	8	142542620	72						
S_142856902	M5839	8	142856902	72.2						
S_143171185	M5840	8	143171185	72.4						
S_143485468	M5841	8	143485468	72.6						
S_143799750	M5842	8	143799750	72.8						
S_144114033	M5843	8	144114033	73						
S_144428315	M5844	8	144428315	73.2						
S_144742598	M5845	8	144742598	73.4						
S_145056881	M5846	8	145056881	73.6						
S_145371163	M5847	8	145371163	73.8						
S_145685446	M5848	8	145685446	74						
S_145947188	M5849	8	145947188	74.2						
S_146156391	M5850	8	146156391	74.4						
S_146365593	M5851	8	146365593	74.6						
S_146574795	M5852	8	146574795	74.8						
S_146783998	M5853	8	146783998	75						
S_146993200	M5854	8	146993200	75.2						
S_147202402	M5855	8	147202402	75.4						
S_147411605	M5856	8	147411605	75.6						
S_147620807	M5857	8	147620807	75.8						
S_147848763	M5858	8	147848763	76						
S_148094039	M5859	8	148094039	76.2						
S_148339315	M5860	8	148339315	76.4						
S_148584592	M5861	8	148584592	76.6						
S_148829868	M5862	8	148829868	76.8						
S_149075144	M5863	8	149075144	77						
S_149320420	M5864	8	149320420	77.2						
S_149565696	M5865	8	149565696	77.4						
S_149810972	M5866	8	149810972	77.6						
S_150056248	M5867	8	150056248	77.8						
S_150301525	M5868	8	150301525	78						
S_150546801	M5869	8	150546801	78.2						
S_150792077	M5870	8	150792077	78.4						
S_151037353	M5871	8	151037353	78.6						
S_151282629	M5872	8	151282629	78.8						
S_151527905	M5873	8	151527905	79						
S_151773181	M5874	8	151773181	79.2						
S_152018458	M5875	8	152018458	79.4						
S_152263734	M5876	8	152263734	79.6						
S_152509010	M5877	8	152509010	79.8						
S_152754286	M5878	8	152754286	80						
S_152990957	M5879	8	152990957	80.2						
S_153227628	M5880	8	153227628	80.4						
S_153464299	M5881	8	153464299	80.6						
S_154091598	M5882	8	154091598	80.8						
S_154718898	M5883	8	154718898	81						
S_155346197	M5884	8	155346197	81.2						
S_155973496	M5885	8	155973496	81.4						
S_156173165	M5886	8	156173165	81.6						
S_156372834	M5887	8	156372834	81.8						
S_156607187	M5888	8	156607187	82						
S_156907035	M5889	8	156907035	82.2						
S_157375313	M5890	8	157375313	82.4						
S_157497233	M5891	8	157497233	82.6						
S_157619152	M5892	8	157619152	82.8						
S_157741072	M5893	8	157741072	83						
S_157862992	M5894	8	157862992	83.2						
S_157984912	M5895	8	157984912	83.4						
S_158106831	M5896	8	158106831	83.6						
S_158228751	M5897	8	158228751	83.8						
S_158350671	M5898	8	158350671	84						
S_158472590	M5899	8	158472590	84.2						
S_158594510	M5900	8	158594510	84.4						
S_158716430	M5901	8	158716430	84.6						
S_158838349	M5902	8	158838349	84.8						
S_158960269	M5903	8	158960269	85						
S_159082189	M5904	8	159082189	85.2						
S_159204109	M5905	8	159204109	85.4						
S_159326028	M5906	8	159326028	85.6						
S_159447948	M5907	8	159447948	85.8						
S_159569868	M5908	8	159569868	86						
S_159691787	M5909	8	159691787	86.2						
S_159813707	M5910	8	159813707	86.4						
S_159935627	M5911	8	159935627	86.6						
S_160057546	M5912	8	160057546	86.8						
S_160179466	M5913	8	160179466	87						
S_160299230	M5914	8	160299230	87.2						
S_160416839	M5915	8	160416839	87.4						
S_160534448	M5916	8	160534448	87.6						
S_160652056	M5917	8	160652056	87.8						
S_160769665	M5918	8	160769665	88						
S_161048950	M5919	8	161048950	88.2						
S_161253779	M5920	8	161253779	88.4						
S_161384000	M5921	8	161384000	88.6						
S_161514221	M5922	8	161514221	88.8						
S_161644442	M5923	8	161644442	89						
S_161774663	M5924	8	161774663	89.2						
S_161890694	M5925	8	161890694	89.4						
S_161992534	M5926	8	161992534	89.6						
S_162094374	M5927	8	162094374	89.8						
S_162196214	M5928	8	162196214	90						
S_162298055	M5929	8	162298055	90.2						
S_162399895	M5930	8	162399895	90.4						
S_162501735	M5931	8	162501735	90.6						
S_162603575	M5932	8	162603575	90.8						
S_162705415	M5933	8	162705415	91						
S_162879613	M5934	8	162879613	91.2						
S_163126168	M5935	8	163126168	91.4						
S_163372723	M5936	8	163372723	91.6						
S_163619278	M5937	8	163619278	91.8						
S_163774256	M5938	8	163774256	92						
S_163837658	M5939	8	163837658	92.2						
S_163901061	M5940	8	163901061	92.4						
S_163964463	M5941	8	163964463	92.6						
S_164027865	M5942	8	164027865	92.8						
S_164091267	M5943	8	164091267	93						
S_164154669	M5944	8	164154669	93.2						
S_164218072	M5945	8	164218072	93.4						
S_164281474	M5946	8	164281474	93.6						
S_164344876	M5947	8	164344876	93.8						
S_164408784	M5948	8	164408784	94						
S_164473198	M5949	8	164473198	94.2						
S_164537611	M5950	8	164537611	94.4						
S_164602025	M5951	8	164602025	94.6						
S_164666439	M5952	8	164666439	94.8						
S_164730853	M5953	8	164730853	95						
S_164795266	M5954	8	164795266	95.2						
S_164859680	M5955	8	164859680	95.4						
S_164943057	M5956	8	164943057	95.6						
S_165026433	M5957	8	165026433	95.8						
S_165109810	M5958	8	165109810	96						
S_165193187	M5959	8	165193187	96.2						
S_165245264	M5960	8	165245264	96.4						
S_165266041	M5961	8	165266041	96.6						
S_165286819	M5962	8	165286819	96.8						
S_165307597	M5963	8	165307597	97						
S_165328374	M5964	8	165328374	97.2						
S_165349152	M5965	8	165349152	97.4						
S_165369930	M5966	8	165369930	97.6						
S_165390707	M5967	8	165390707	97.8						
S_165411485	M5968	8	165411485	98						
S_165479097	M5969	8	165479097	98.2						
S_165546710	M5970	8	165546710	98.4						
S_165614322	M5971	8	165614322	98.6						
S_165681934	M5972	8	165681934	98.8						
S_165743030	M5973	8	165743030	99						
S_165804127	M5974	8	165804127	99.2						
S_165865223	M5975	8	165865223	99.4						
S_165926319	M5976	8	165926319	99.6						
S_165987416	M5977	8	165987416	99.8						
S_166048512	M5978	8	166048512	100						
S_166108882	M5979	8	166108882	100.2						
S_166168525	M5980	8	166168525	100.4						
S_166228168	M5981	8	166228168	100.6						
S_166287811	M5982	8	166287811	100.8						
S_166347454	M5983	8	166347454	101						
S_166407097	M5984	8	166407097	101.2						
S_166466740	M5985	8	166466740	101.4						
S_166526383	M5986	8	166526383	101.6						
S_166586026	M5987	8	166586026	101.8						
S_166645669	M5988	8	166645669	102						
S_166705312	M5989	8	166705312	102.2						
S_166764955	M5990	8	166764955	102.4						
S_166824598	M5991	8	166824598	102.6						
S_166884241	M5992	8	166884241	102.8						
S_166943884	M5993	8	166943884	103						
S_167003527	M5994	8	167003527	103.2						
S_167063170	M5995	8	167063170	103.4						
S_167130020	M5996	8	167130020	103.6						
S_167204076	M5997	8	167204076	103.8						
S_167278132	M5998	8	167278132	104						
S_167352188	M5999	8	167352188	104.2						
S_167426244	M6000	8	167426244	104.4						
S_167500300	M6001	8	167500300	104.6						
S_167574356	M6002	8	167574356	104.8						
S_167648412	M6003	8	167648412	105						
S_167722467	M6004	8	167722467	105.2						
S_167796523	M6005	8	167796523	105.4						
S_167870579	M6006	8	167870579	105.6						
S_167944635	M6007	8	167944635	105.8						
S_168018691	M6008	8	168018691	106						
S_168092747	M6009	8	168092747	106.2						
S_168166803	M6010	8	168166803	106.4						
S_168240859	M6011	8	168240859	106.6						
S_168301755	M6012	8	168301755	106.8						
S_168349492	M6013	8	168349492	107						
S_168397228	M6014	8	168397228	107.2						
S_168444964	M6015	8	168444964	107.4						
S_168492701	M6016	8	168492701	107.6						
S_168540437	M6017	8	168540437	107.8						
S_168588174	M6018	8	168588174	108						
S_168635910	M6019	8	168635910	108.2						
S_168683647	M6020	8	168683647	108.4						
S_168731383	M6021	8	168731383	108.6						
S_168779119	M6022	8	168779119	108.8						
S_168826856	M6023	8	168826856	109						
S_168874592	M6024	8	168874592	109.2						
S_168922329	M6025	8	168922329	109.4						
S_168970065	M6026	8	168970065	109.6						
S_169017801	M6027	8	169017801	109.8						
S_169065538	M6028	8	169065538	110						
S_169113274	M6029	8	169113274	110.2						
S_169161011	M6030	8	169161011	110.4						
S_169208747	M6031	8	169208747	110.6						
S_169256484	M6032	8	169256484	110.8						
S_169304220	M6033	8	169304220	111						
S_169351956	M6034	8	169351956	111.2						
S_169399693	M6035	8	169399693	111.4						
S_169447429	M6036	8	169447429	111.6						
S_169495166	M6037	8	169495166	111.8						
S_169542902	M6038	8	169542902	112						
S_169590638	M6039	8	169590638	112.2						
S_169638375	M6040	8	169638375	112.4						
S_169686111	M6041	8	169686111	112.6						
S_169733848	M6042	8	169733848	112.8						
S_169781584	M6043	8	169781584	113						
S_169829320	M6044	8	169829320	113.2						
S_169877057	M6045	8	169877057	113.4						
S_169924793	M6046	8	169924793	113.6						
S_169972530	M6047	8	169972530	113.8						
S_170020266	M6048	8	170020266	114						
S_170068003	M6049	8	170068003	114.2						
S_170115739	M6050	8	170115739	114.4						
S_170163475	M6051	8	170163475	114.6						
S_170211212	M6052	8	170211212	114.8						
S_170258948	M6053	8	170258948	115						
S_170306685	M6054	8	170306685	115.2						
S_170354421	M6055	8	170354421	115.4						
S_170402157	M6056	8	170402157	115.6						
S_170449894	M6057	8	170449894	115.8						
S_170497630	M6058	8	170497630	116						
S_170545367	M6059	8	170545367	116.2						
S_170593103	M6060	8	170593103	116.4						
S_170640840	M6061	8	170640840	116.6						
S_170688576	M6062	8	170688576	116.8						
S_170736312	M6063	8	170736312	117						
S_170784049	M6064	8	170784049	117.2						
S_170840881	M6065	8	170840881	117.4						
S_170906810	M6066	8	170906810	117.6						
S_170972738	M6067	8	170972738	117.8						
S_171038667	M6068	8	171038667	118						
S_171104595	M6069	8	171104595	118.2						
S_171170524	M6070	8	171170524	118.4						
S_171236452	M6071	8	171236452	118.6						
S_171302381	M6072	8	171302381	118.8						
S_171330551	M6073	8	171330551	119						
S_171358722	M6074	8	171358722	119.2						
S_171386892	M6075	8	171386892	119.4						
S_171415063	M6076	8	171415063	119.6						
S_171443233	M6077	8	171443233	119.8						
S_171471403	M6078	8	171471403	120						
S_171499574	M6079	8	171499574	120.2						
S_171527744	M6080	8	171527744	120.4						
S_171555914	M6081	8	171555914	120.6						
S_171584085	M6082	8	171584085	120.8						
S_171612255	M6083	8	171612255	121						
S_171640426	M6084	8	171640426	121.2						
S_171668596	M6085	8	171668596	121.4						
S_171696766	M6086	8	171696766	121.6						
S_171724937	M6087	8	171724937	121.8						
S_171753107	M6088	8	171753107	122						
S_171781277	M6089	8	171781277	122.2						
S_171809448	M6090	8	171809448	122.4						
S_171837618	M6091	8	171837618	122.6						
S_171865789	M6092	8	171865789	122.8						
S_171893959	M6093	8	171893959	123						
S_171944790	M6094	8	171944790	123.2						
S_171995622	M6095	8	171995622	123.4						
S_172046453	M6096	8	172046453	123.6						
S_172097285	M6097	8	172097285	123.8						
S_172148116	M6098	8	172148116	124						
S_172198948	M6099	8	172198948	124.2						
S_172249779	M6100	8	172249779	124.4						
S_172300611	M6101	8	172300611	124.6						
S_172351442	M6102	8	172351442	124.8						
S_172401203	M6103	8	172401203	125						
S_172450963	M6104	8	172450963	125.2						
S_172500724	M6105	8	172500724	125.4						
S_172550484	M6106	8	172550484	125.6						
S_172600245	M6107	8	172600245	125.8						
S_172650005	M6108	8	172650005	126						
S_172699766	M6109	8	172699766	126.2						
S_172749526	M6110	8	172749526	126.4						
S_172799287	M6111	8	172799287	126.6						
S_172849047	M6112	8	172849047	126.8						
S_172898808	M6113	8	172898808	127						
S_172948568	M6114	8	172948568	127.2						
S_173012102	M6115	8	173012102	127.4						
S_173075636	M6116	8	173075636	127.6						
S_173174032	M6117	8	173174032	127.8						
S_173291147	M6118	8	173291147	128						
S_173408262	M6119	8	173408262	128.2						
S_173473404	M6120	8	173473404	128.4						
S_173538546	M6121	8	173538546	128.6						
S_173603688	M6122	8	173603688	128.8						
S_173668830	M6123	8	173668830	129						
S_173733972	M6124	8	173733972	129.2						
S_173799114	M6125	8	173799114	129.4						
S_173864256	M6126	8	173864256	129.6						
S_173916143	M6127	8	173916143	129.8						
S_173968030	M6128	8	173968030	130						
S_174019917	M6129	8	174019917	130.2						
S_174071804	M6130	8	174071804	130.4						
S_174123691	M6131	8	174123691	130.6						
S_174175578	M6132	8	174175578	130.8						
S_174227466	M6133	8	174227466	131						
S_174279353	M6134	8	174279353	131.2						
S_174331240	M6135	8	174331240	131.4						
S_174383127	M6136	8	174383127	131.6						
S_174435014	M6137	8	174435014	131.8						
S_174486901	M6138	8	174486901	132						
S_174538788	M6139	8	174538788	132.2						
S_174590675	M6140	8	174590675	132.4						
S_174642562	M6141	8	174642562	132.6						
S_174694449	M6142	8	174694449	132.8						
S_174746336	M6143	8	174746336	133						
S_174798223	M6144	8	174798223	133.2						
S_174850111	M6145	8	174850111	133.4						
S_174901998	M6146	8	174901998	133.6						
S_174953885	M6147	8	174953885	133.8						
S_175005772	M6148	8	175005772	134						
S_175057659	M6149	8	175057659	134.2						
S_175109546	M6150	8	175109546	134.4						
S_175161433	M6151	8	175161433	134.6						
S_175213320	M6152	8	175213320	134.8						
S_175265207	M6153	8	175265207	135						
S_175317094	M6154	8	175317094	135.2						
S_175368981	M6155	8	175368981	135.4						
S_175420868	M6156	8	175420868	135.6						
S_175472755	M6157	8	175472755	135.8						
S_175524643	M6158	8	175524643	136						
S_175576530	M6159	8	175576530	136.2						
S_175628417	M6160	8	175628417	136.4						
S_175680304	M6161	8	175680304	136.6						
S_175732191	M6162	8	175732191	136.8						
S_175784078	M6163	8	175784078	137						
S_207097	M6164	9	207097	-9						
S_293525	M6165	9	293525	-8.8						
S_379952	M6166	9	379952	-8.6						
S_466379	M6167	9	466379	-8.4						
S_552807	M6168	9	552807	-8.2						
S_639234	M6169	9	639234	-8						
S_725661	M6170	9	725661	-7.8						
S_812088	M6171	9	812088	-7.6						
S_898516	M6172	9	898516	-7.4						
S_984943	M6173	9	984943	-7.2						
S_1071370	M6174	9	1071370	-7						
S_1157798	M6175	9	1157798	-6.8						
S_1244225	M6176	9	1244225	-6.6						
